torneo,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,Valor_Local_USD_M,Valor_Visitante_USD_M,resultado
Superliga 2019/20,7,Gimnasia y Esgrima La Plata,San Lorenzo de Almagro,0,1,50.0,6.0,16.0,13.0,11.0,50.0,3.0,9.0,16.0,6.0,3.0,2.0,0.0,0.0,24.4,92.9,V
Superliga 2019/20,8,Banfield,Estudiantes de La Plata,1,0,44.0,2.0,10.0,22.0,4.0,56.0,3.0,13.0,14.0,4.0,5.0,2.0,0.0,0.0,38.025,46.975,L
Superliga 2019/20,9,River Plate,Lanus,3,0,55.0,12.0,25.0,20.0,7.0,45.0,3.0,4.0,16.0,2.0,4.0,1.0,0.0,0.0,148.25,49.925,L
Superliga 2019/20,10,Patronato,Boca Juniors,0,2,32.0,3.0,9.0,27.0,3.0,68.0,4.0,6.0,16.0,2.0,4.0,2.0,0.0,0.0,16.7,144.0,V
Superliga 2019/20,11,Godoy Cruz,Arsenal de Sarandi,0,2,54.0,1.0,10.0,10.0,2.0,46.0,9.0,20.0,9.0,4.0,0.0,2.0,0.0,0.0,42.25,14.525,V
Superliga 2019/20,12,Independiente,Newells,2,3,50.0,10.0,16.0,7.0,5.0,50.0,6.0,11.0,13.0,4.0,4.0,3.0,0.0,0.0,66.075,32.325,V
Superliga 2019/20,1,Argentinos Juniors,Banfield,3,2,43.0,4.0,9.0,18.0,5.0,57.0,3.0,12.0,15.0,6.0,2.0,1.0,0.0,0.0,44.05,38.025,L
Superliga 2019/20,2,Talleres,Central Cordoba,1,1,72.0,6.0,18.0,8.0,5.0,28.0,2.0,7.0,12.0,1.0,3.0,2.0,0.0,1.0,59.25,18.75,E
Superliga 2019/20,3,Newells,Union,2,0,60.0,4.0,19.0,10.0,12.0,40.0,3.0,7.0,13.0,2.0,1.0,3.0,0.0,0.0,32.325,22.575,L
Superliga 2019/20,4,San Lorenzo de Almagro,Rosario Central,2,2,65.0,6.0,26.0,15.0,6.0,35.0,3.0,10.0,6.0,2.0,2.0,2.0,0.0,0.0,92.9,31.0,E
Superliga 2019/20,5,Racing Club,River Plate,1,6,40.0,4.0,9.0,11.0,6.0,60.0,11.0,19.0,13.0,8.0,4.0,3.0,1.0,0.0,80.125,148.25,V
Superliga 2019/20,6,Patronato,Huracan,2,1,34.0,4.0,12.0,25.0,5.0,66.0,5.0,13.0,7.0,3.0,3.0,1.0,0.0,0.0,16.7,23.35,L
Superliga 2019/20,7,Defensa y Justicia,Arsenal de Sarandi,0,3,59.0,2.0,11.0,13.0,4.0,41.0,6.0,16.0,11.0,9.0,2.0,4.0,0.0,0.0,50.5,14.525,V
Superliga 2019/20,8,Lanus,Velez Sarsfield,3,1,27.0,5.0,9.0,18.0,3.0,73.0,2.0,5.0,11.0,3.0,4.0,2.0,0.0,0.0,49.925,91.25,L
Superliga 2019/20,9,Boca Juniors,Aldosivi,2,0,43.0,5.0,14.0,14.0,4.0,57.0,4.0,11.0,13.0,6.0,2.0,1.0,0.0,0.0,144.0,14.1,L
Superliga 2019/20,10,Atl Tucuman,Godoy Cruz,1,0,64.0,2.0,18.0,18.0,7.0,36.0,3.0,8.0,19.0,2.0,2.0,5.0,0.0,1.0,16.55,42.25,L
Superliga 2019/20,11,Colon,Gimnasia y Esgrima La Plata,2,1,48.0,8.0,18.0,17.0,8.0,52.0,5.0,13.0,19.0,3.0,1.0,5.0,0.0,0.0,49.05,24.4,L
Superliga 2019/20,12,Estudiantes de La Plata,Independiente,3,0,38.0,4.0,7.0,19.0,4.0,62.0,1.0,7.0,12.0,3.0,2.0,2.0,0.0,0.0,46.975,66.075,L
Superliga 2019/20,1,Arsenal de Sarandi,San Lorenzo de Almagro,0,2,48.0,3.0,6.0,19.0,4.0,52.0,4.0,9.0,8.0,6.0,3.0,2.0,1.0,0.0,14.525,92.9,V
Superliga 2019/20,2,Gimnasia y Esgrima La Plata,Defensa y Justicia,0,1,44.0,4.0,17.0,14.0,6.0,56.0,3.0,14.0,13.0,4.0,3.0,2.0,0.0,0.0,24.4,50.5,V
Superliga 2019/20,3,Velez Sarsfield,Newells,3,1,63.0,4.0,8.0,12.0,4.0,37.0,2.0,6.0,16.0,6.0,3.0,4.0,0.0,0.0,91.25,32.325,L
Superliga 2019/20,4,Rosario Central,Patronato,1,1,67.0,10.0,22.0,10.0,9.0,33.0,1.0,6.0,17.0,3.0,3.0,4.0,0.0,1.0,31.0,16.7,E
Superliga 2019/20,5,Independiente,Colon,2,0,60.0,6.0,19.0,16.0,10.0,40.0,0.0,5.0,9.0,3.0,1.0,3.0,0.0,0.0,66.075,49.05,L
Superliga 2019/20,6,Godoy Cruz,Estudiantes de La Plata,2,1,25.0,5.0,15.0,10.0,6.0,75.0,6.0,20.0,15.0,6.0,2.0,3.0,0.0,0.0,42.25,46.975,L
Superliga 2019/20,7,Union,Lanus,1,2,53.0,5.0,15.0,12.0,4.0,47.0,4.0,12.0,10.0,5.0,2.0,2.0,0.0,0.0,22.575,49.925,V
Superliga 2019/20,8,Central Cordoba,Racing Club,0,0,36.0,4.0,16.0,7.0,9.0,64.0,1.0,9.0,7.0,5.0,5.0,4.0,1.0,1.0,18.75,80.125,E
Superliga 2019/20,9,River Plate,Talleres,0,1,52.0,2.0,10.0,11.0,3.0,48.0,5.0,16.0,14.0,10.0,6.0,3.0,1.0,0.0,148.25,59.25,V
Superliga 2019/20,10,Banfield,Boca Juniors,0,1,67.0,4.0,22.0,17.0,16.0,33.0,1.0,3.0,15.0,2.0,1.0,3.0,0.0,1.0,38.025,144.0,V
Superliga 2019/20,11,Aldosivi,Atl Tucuman,3,0,47.0,4.0,6.0,12.0,4.0,53.0,3.0,18.0,18.0,5.0,1.0,2.0,0.0,0.0,14.1,16.55,L
Superliga 2019/20,12,Huracan,Argentinos Juniors,0,0,48.0,2.0,7.0,14.0,5.0,52.0,3.0,9.0,22.0,4.0,2.0,5.0,0.0,0.0,23.35,44.05,E
Superliga 2019/20,1,Lanus,Central Cordoba,1,0,54.0,4.0,9.0,12.0,6.0,46.0,5.0,11.0,14.0,4.0,2.0,2.0,0.0,0.0,49.925,18.75,L
Superliga 2019/20,2,Defensa y Justicia,Banfield,0,0,42.0,1.0,4.0,13.0,1.0,58.0,2.0,8.0,20.0,3.0,3.0,6.0,0.0,0.0,50.5,38.025,E
Superliga 2019/20,3,Estudiantes de La Plata,Velez Sarsfield,0,1,59.0,4.0,19.0,17.0,9.0,41.0,1.0,6.0,11.0,2.0,2.0,4.0,0.0,0.0,46.975,91.25,V
Superliga 2019/20,4,Argentinos Juniors,Gimnasia y Esgrima La Plata,1,0,56.0,6.0,16.0,11.0,6.0,44.0,4.0,14.0,17.0,5.0,3.0,4.0,0.0,1.0,44.05,24.4,L
Superliga 2019/20,5,San Lorenzo de Almagro,Union,2,1,58.0,3.0,11.0,10.0,5.0,42.0,7.0,13.0,15.0,4.0,3.0,6.0,0.0,2.0,92.9,22.575,L
Superliga 2019/20,6,Patronato,Independiente,1,0,34.0,2.0,17.0,17.0,5.0,66.0,3.0,9.0,14.0,10.0,2.0,4.0,0.0,0.0,16.7,66.075,L
Superliga 2019/20,7,Racing Club,Godoy Cruz,3,1,81.0,4.0,13.0,11.0,5.0,19.0,2.0,7.0,17.0,0.0,2.0,3.0,1.0,0.0,80.125,42.25,L
Superliga 2019/20,8,Atl Tucuman,Arsenal de Sarandi,1,0,37.0,3.0,13.0,14.0,2.0,63.0,7.0,18.0,12.0,2.0,4.0,1.0,1.0,0.0,16.55,14.525,L
Superliga 2019/20,9,Colon,Rosario Central,1,1,43.0,6.0,12.0,10.0,7.0,57.0,3.0,17.0,11.0,8.0,3.0,3.0,0.0,0.0,49.05,31.0,E
Superliga 2019/20,10,Talleres,Aldosivi,2,1,47.0,5.0,13.0,20.0,4.0,53.0,3.0,10.0,4.0,6.0,3.0,2.0,0.0,0.0,59.25,14.1,L
Superliga 2019/20,11,Newells,Huracan,4,1,51.0,6.0,20.0,20.0,4.0,49.0,2.0,7.0,16.0,3.0,3.0,3.0,0.0,1.0,32.325,23.35,L
Superliga 2019/20,12,River Plate,Boca Juniors,0,0,63.0,5.0,17.0,19.0,6.0,37.0,4.0,5.0,23.0,6.0,3.0,7.0,0.0,0.0,148.25,144.0,E
Superliga 2019/20,1,Arsenal de Sarandi,Union,4,1,49.0,6.0,16.0,14.0,4.0,51.0,5.0,13.0,13.0,4.0,0.0,3.0,0.0,0.0,14.525,22.575,L
Superliga 2019/20,2,Central Cordoba,Defensa y Justicia,1,2,39.0,1.0,14.0,13.0,8.0,61.0,4.0,11.0,9.0,2.0,0.0,2.0,0.0,0.0,18.75,50.5,V
Superliga 2019/20,3,Godoy Cruz,Argentinos Juniors,0,1,43.0,2.0,9.0,14.0,2.0,57.0,3.0,18.0,11.0,8.0,3.0,3.0,0.0,0.0,42.25,44.05,V
Superliga 2019/20,4,Colon,San Lorenzo de Almagro,2,1,30.0,3.0,7.0,10.0,2.0,70.0,4.0,15.0,15.0,6.0,2.0,3.0,0.0,0.0,49.05,92.9,L
Superliga 2019/20,5,Huracan,River Plate,0,4,29.0,0.0,7.0,14.0,2.0,71.0,9.0,20.0,12.0,6.0,4.0,4.0,0.0,0.0,23.35,148.25,V
Superliga 2019/20,6,Gimnasia y Esgrima La Plata,Racing Club,1,2,39.0,5.0,16.0,23.0,9.0,61.0,3.0,12.0,19.0,2.0,3.0,4.0,0.0,0.0,24.4,80.125,V
Superliga 2019/20,7,Banfield,Talleres,0,1,41.0,4.0,16.0,15.0,7.0,59.0,1.0,5.0,17.0,3.0,4.0,4.0,0.0,0.0,38.025,59.25,V
Superliga 2019/20,8,Rosario Central,Newells,1,1,54.0,3.0,7.0,13.0,3.0,46.0,2.0,8.0,15.0,5.0,0.0,3.0,0.0,0.0,31.0,32.325,E
Superliga 2019/20,9,Independiente,Lanus,2,2,49.0,4.0,10.0,9.0,1.0,51.0,6.0,9.0,12.0,4.0,4.0,2.0,0.0,0.0,66.075,49.925,E
Superliga 2019/20,10,Boca Juniors,Estudiantes de La Plata,1,0,41.0,7.0,19.0,13.0,9.0,59.0,1.0,6.0,13.0,4.0,4.0,2.0,0.0,0.0,144.0,46.975,L
Superliga 2019/20,11,Aldosivi,Patronato,1,1,52.0,1.0,6.0,17.0,3.0,48.0,4.0,12.0,22.0,5.0,3.0,3.0,0.0,0.0,14.1,16.7,E
Superliga 2019/20,12,Velez Sarsfield,Atl Tucuman,1,0,61.0,3.0,14.0,5.0,10.0,39.0,2.0,12.0,12.0,3.0,1.0,3.0,0.0,0.0,91.25,16.55,L
Superliga 2019/20,1,Union,Rosario Central,0,0,36.0,4.0,18.0,15.0,9.0,64.0,1.0,11.0,15.0,6.0,1.0,1.0,0.0,0.0,22.575,31.0,E
Superliga 2019/20,2,Argentinos Juniors,Central Cordoba,3,1,54.0,5.0,17.0,18.0,5.0,46.0,4.0,15.0,19.0,2.0,1.0,1.0,0.0,0.0,44.05,18.75,L
Superliga 2019/20,3,Estudiantes de La Plata,Patronato,1,0,55.0,8.0,18.0,9.0,9.0,45.0,2.0,12.0,13.0,7.0,1.0,3.0,1.0,2.0,46.975,16.7,L
Superliga 2019/20,4,Defensa y Justicia,Huracan,0,1,76.0,2.0,11.0,12.0,5.0,24.0,2.0,7.0,11.0,3.0,2.0,2.0,0.0,1.0,50.5,23.35,V
Superliga 2019/20,5,San Lorenzo de Almagro,Boca Juniors,0,2,59.0,5.0,11.0,15.0,4.0,41.0,6.0,8.0,16.0,9.0,3.0,2.0,0.0,0.0,92.9,144.0,V
Superliga 2019/20,6,Atl Tucuman,Independiente,0,1,55.0,4.0,13.0,17.0,7.0,45.0,1.0,7.0,10.0,3.0,5.0,3.0,0.0,0.0,16.55,66.075,V
Superliga 2019/20,7,Newells,Aldosivi,2,0,48.0,7.0,20.0,16.0,7.0,52.0,1.0,4.0,17.0,3.0,0.0,4.0,0.0,0.0,32.325,14.1,L
Superliga 2019/20,8,Godoy Cruz,Banfield,0,2,50.0,3.0,15.0,10.0,7.0,50.0,6.0,16.0,14.0,6.0,1.0,3.0,0.0,0.0,42.25,38.025,V
Superliga 2019/20,9,Lanus,Colon,3,2,54.0,4.0,17.0,9.0,6.0,46.0,5.0,12.0,14.0,4.0,1.0,3.0,0.0,0.0,49.925,49.05,L
Superliga 2019/20,10,Racing Club,Arsenal de Sarandi,2,1,51.0,8.0,18.0,12.0,8.0,49.0,2.0,11.0,15.0,3.0,4.0,2.0,1.0,1.0,80.125,14.525,L
Superliga 2019/20,11,River Plate,Velez Sarsfield,1,2,62.0,7.0,26.0,7.0,16.0,38.0,4.0,8.0,15.0,1.0,2.0,5.0,0.0,1.0,148.25,91.25,V
Superliga 2019/20,12,Talleres,Gimnasia y Esgrima La Plata,2,1,56.0,4.0,11.0,15.0,4.0,44.0,3.0,9.0,22.0,5.0,2.0,7.0,1.0,1.0,59.25,24.4,L
Superliga 2019/20,1,Aldosivi,Union,1,2,58.0,1.0,5.0,16.0,5.0,42.0,4.0,10.0,21.0,2.0,4.0,2.0,0.0,0.0,14.1,22.575,V
Superliga 2019/20,2,Patronato,Lanus,1,1,38.0,4.0,10.0,12.0,4.0,62.0,7.0,14.0,17.0,5.0,3.0,3.0,0.0,0.0,16.7,49.925,E
Superliga 2019/20,3,Arsenal de Sarandi,Estudiantes de La Plata,3,0,43.0,4.0,15.0,19.0,4.0,57.0,7.0,19.0,13.0,7.0,3.0,1.0,0.0,0.0,14.525,46.975,L
Superliga 2019/20,4,Gimnasia y Esgrima La Plata,River Plate,0,2,48.0,7.0,24.0,9.0,7.0,52.0,3.0,18.0,23.0,9.0,2.0,2.0,0.0,0.0,24.4,148.25,V
Superliga 2019/20,5,Boca Juniors,Newells,1,1,48.0,4.0,11.0,17.0,4.0,52.0,2.0,8.0,20.0,3.0,1.0,4.0,0.0,0.0,144.0,32.325,E
Superliga 2019/20,6,Banfield,San Lorenzo de Almagro,0,1,58.0,9.0,22.0,23.0,11.0,42.0,3.0,11.0,17.0,1.0,4.0,4.0,0.0,1.0,38.025,92.9,V
Superliga 2019/20,7,Huracan,Atl Tucuman,0,0,50.0,3.0,12.0,13.0,3.0,50.0,3.0,4.0,24.0,1.0,5.0,3.0,0.0,0.0,23.35,16.55,E
Superliga 2019/20,8,Velez Sarsfield,Defensa y Justicia,0,1,61.0,7.0,23.0,8.0,9.0,39.0,3.0,7.0,11.0,7.0,1.0,1.0,0.0,0.0,91.25,50.5,V
Superliga 2019/20,9,Rosario Central,Racing Club,1,1,50.0,8.0,23.0,9.0,7.0,50.0,1.0,5.0,17.0,0.0,2.0,2.0,0.0,0.0,31.0,80.125,E
Superliga 2019/20,10,Independiente,Talleres,3,2,51.0,10.0,17.0,10.0,5.0,49.0,5.0,13.0,17.0,2.0,2.0,2.0,0.0,1.0,66.075,59.25,L
Superliga 2019/20,11,Central Cordoba,Godoy Cruz,1,0,62.0,8.0,22.0,15.0,6.0,38.0,4.0,12.0,12.0,0.0,0.0,1.0,0.0,1.0,18.75,42.25,L
Superliga 2019/20,12,Colon,Argentinos Juniors,1,0,35.0,4.0,9.0,16.0,6.0,65.0,1.0,10.0,14.0,6.0,2.0,2.0,0.0,0.0,49.05,44.05,L
Superliga 2019/20,1,Newells,Banfield,0,0,61.0,2.0,12.0,15.0,4.0,39.0,3.0,11.0,25.0,4.0,4.0,4.0,0.0,0.0,32.325,38.025,E
Superliga 2019/20,2,Atl Tucuman,Talleres,2,1,36.0,6.0,19.0,12.0,4.0,64.0,2.0,7.0,11.0,4.0,3.0,0.0,0.0,0.0,16.55,59.25,L
Superliga 2019/20,3,Godoy Cruz,Gimnasia y Esgrima La Plata,2,4,51.0,3.0,8.0,18.0,2.0,49.0,6.0,10.0,15.0,3.0,5.0,2.0,2.0,0.0,42.25,24.4,V
Superliga 2019/20,4,Argentinos Juniors,Arsenal de Sarandi,2,1,45.0,6.0,20.0,12.0,6.0,55.0,4.0,14.0,9.0,8.0,1.0,0.0,0.0,0.0,44.05,14.525,L
Superliga 2019/20,5,San Lorenzo de Almagro,Central Cordoba,1,4,61.0,2.0,14.0,7.0,10.0,39.0,8.0,13.0,20.0,2.0,3.0,7.0,1.0,0.0,92.9,18.75,V
Superliga 2019/20,6,Estudiantes de La Plata,Huracan,0,0,63.0,3.0,14.0,24.0,4.0,37.0,1.0,8.0,14.0,3.0,4.0,0.0,0.0,0.0,46.975,23.35,E
Superliga 2019/20,7,Racing Club,Aldosivi,2,0,66.0,3.0,13.0,17.0,3.0,34.0,3.0,5.0,15.0,3.0,2.0,3.0,0.0,0.0,80.125,14.1,L
Superliga 2019/20,8,Velez Sarsfield,Independiente,2,0,52.0,3.0,8.0,14.0,1.0,48.0,3.0,9.0,16.0,9.0,2.0,2.0,0.0,0.0,91.25,66.075,L
Superliga 2019/20,9,Lanus,Rosario Central,1,1,48.0,5.0,19.0,23.0,9.0,52.0,2.0,8.0,12.0,3.0,3.0,2.0,0.0,0.0,49.925,31.0,E
Superliga 2019/20,10,Union,Colon,1,0,45.0,4.0,15.0,14.0,4.0,55.0,1.0,6.0,13.0,1.0,1.0,4.0,0.0,0.0,22.575,49.05,L
Superliga 2019/20,11,River Plate,Patronato,2,0,77.0,8.0,21.0,8.0,9.0,23.0,4.0,10.0,16.0,3.0,1.0,2.0,0.0,0.0,148.25,16.7,L
Superliga 2019/20,12,Defensa y Justicia,Boca Juniors,0,1,60.0,2.0,14.0,19.0,3.0,40.0,4.0,7.0,11.0,2.0,1.0,5.0,0.0,1.0,50.5,144.0,V
Superliga 2019/20,1,Arsenal de Sarandi,River Plate,3,3,50.0,5.0,16.0,12.0,7.0,50.0,6.0,19.0,9.0,7.0,3.0,2.0,0.0,0.0,14.525,148.25,E
Superliga 2019/20,2,Boca Juniors,Racing Club,0,1,53.0,2.0,15.0,18.0,7.0,47.0,3.0,9.0,17.0,1.0,4.0,1.0,0.0,0.0,144.0,80.125,V
Superliga 2019/20,3,Banfield,Atl Tucuman,1,2,51.0,3.0,12.0,14.0,5.0,49.0,6.0,13.0,21.0,6.0,4.0,3.0,1.0,0.0,38.025,16.55,V
Superliga 2019/20,4,Independiente,Argentinos Juniors,0,1,60.0,2.0,8.0,10.0,6.0,40.0,5.0,14.0,17.0,4.0,4.0,5.0,1.0,0.0,66.075,44.05,V
Superliga 2019/20,5,Patronato,Newells,1,3,49.0,3.0,15.0,18.0,9.0,51.0,3.0,7.0,10.0,1.0,3.0,2.0,0.0,0.0,16.7,32.325,V
Superliga 2019/20,6,Talleres,Lanus,2,4,61.0,7.0,22.0,8.0,14.0,39.0,3.0,6.0,17.0,2.0,3.0,1.0,0.0,0.0,59.25,49.925,V
Superliga 2019/20,7,Aldosivi,Defensa y Justicia,1,0,31.0,3.0,9.0,21.0,3.0,69.0,0.0,7.0,10.0,5.0,5.0,5.0,1.0,0.0,14.1,50.5,L
Superliga 2019/20,8,Gimnasia y Esgrima La Plata,Union,0,1,47.0,4.0,20.0,9.0,2.0,53.0,2.0,12.0,11.0,2.0,2.0,2.0,0.0,0.0,24.4,22.575,V
Superliga 2019/20,9,Huracan,San Lorenzo de Almagro,2,0,27.0,2.0,13.0,25.0,4.0,73.0,3.0,6.0,17.0,1.0,6.0,7.0,0.0,0.0,23.35,92.9,L
Superliga 2019/20,10,Rosario Central,Velez Sarsfield,0,1,45.0,3.0,15.0,16.0,5.0,55.0,7.0,15.0,9.0,4.0,2.0,1.0,0.0,0.0,31.0,91.25,V
Superliga 2019/20,11,Central Cordoba,Estudiantes de La Plata,0,1,41.0,1.0,11.0,15.0,2.0,59.0,5.0,10.0,18.0,7.0,5.0,6.0,1.0,0.0,18.75,46.975,V
Superliga 2019/20,12,Colon,Godoy Cruz,2,1,45.0,6.0,14.0,13.0,5.0,55.0,6.0,17.0,14.0,6.0,2.0,1.0,0.0,0.0,49.05,42.25,L
Superliga 2019/20,1,Godoy Cruz,Aldosivi,3,2,50.0,6.0,13.0,17.0,2.0,50.0,3.0,15.0,17.0,6.0,6.0,2.0,0.0,0.0,42.25,14.1,L
Superliga 2019/20,2,Estudiantes de La Plata,Rosario Central,3,0,47.0,7.0,18.0,13.0,8.0,53.0,4.0,11.0,10.0,11.0,1.0,3.0,0.0,0.0,46.975,31.0,L
Superliga 2019/20,3,Atl Tucuman,Patronato,2,0,57.0,7.0,11.0,16.0,5.0,43.0,5.0,22.0,10.0,11.0,4.0,1.0,0.0,0.0,16.55,16.7,L
Superliga 2019/20,4,Newells,Gimnasia y Esgrima La Plata,0,4,68.0,5.0,19.0,12.0,13.0,32.0,7.0,15.0,16.0,5.0,3.0,1.0,0.0,0.0,32.325,24.4,V
Superliga 2019/20,5,River Plate,Colon,2,1,64.0,4.0,17.0,11.0,3.0,36.0,1.0,4.0,22.0,2.0,2.0,1.0,0.0,0.0,148.25,49.05,L
Superliga 2019/20,6,Argentinos Juniors,Talleres,1,0,48.0,3.0,7.0,13.0,5.0,52.0,1.0,8.0,15.0,4.0,0.0,1.0,0.0,0.0,44.05,59.25,L
Superliga 2019/20,7,San Lorenzo de Almagro,Defensa y Justicia,1,3,54.0,3.0,18.0,15.0,12.0,46.0,6.0,12.0,17.0,9.0,2.0,1.0,0.0,0.0,92.9,50.5,V
Superliga 2019/20,8,Union,Independiente,2,2,64.0,5.0,26.0,16.0,10.0,36.0,4.0,6.0,11.0,3.0,5.0,5.0,0.0,1.0,22.575,66.075,E
Superliga 2019/20,9,Racing Club,Banfield,0,0,70.0,7.0,23.0,8.0,4.0,30.0,1.0,10.0,21.0,1.0,0.0,3.0,0.0,0.0,80.125,38.025,E
Superliga 2019/20,10,Arsenal de Sarandi,Central Cordoba,2,2,68.0,5.0,13.0,11.0,6.0,32.0,5.0,11.0,13.0,2.0,2.0,2.0,0.0,0.0,14.525,18.75,E
Superliga 2019/20,11,Velez Sarsfield,Huracan,0,0,74.0,2.0,9.0,14.0,7.0,26.0,0.0,2.0,18.0,2.0,3.0,5.0,0.0,0.0,91.25,23.35,E
Superliga 2019/20,12,Lanus,Boca Juniors,2,1,42.0,3.0,9.0,13.0,8.0,58.0,9.0,19.0,17.0,12.0,7.0,7.0,0.0,1.0,49.925,144.0,L
Superliga 2019/20,1,Colon,Atl Tucuman,0,2,50.0,2.0,14.0,9.0,4.0,50.0,4.0,13.0,15.0,4.0,1.0,3.0,0.0,0.0,49.05,16.55,V
Superliga 2019/20,2,Gimnasia y Esgrima La Plata,Estudiantes de La Plata,0,1,56.0,2.0,14.0,12.0,5.0,44.0,2.0,5.0,16.0,2.0,1.0,2.0,0.0,0.0,24.4,46.975,V
Superliga 2019/20,3,Rosario Central,Godoy Cruz,5,2,50.0,6.0,18.0,9.0,7.0,50.0,6.0,16.0,15.0,4.0,1.0,4.0,0.0,1.0,31.0,42.25,L
Superliga 2019/20,4,Aldosivi,River Plate,1,2,42.0,2.0,7.0,19.0,2.0,58.0,6.0,19.0,12.0,8.0,2.0,2.0,0.0,0.0,14.1,148.25,V
Superliga 2019/20,5,Boca Juniors,Arsenal de Sarandi,5,1,50.0,8.0,18.0,12.0,9.0,50.0,6.0,17.0,17.0,4.0,2.0,2.0,0.0,0.0,144.0,14.525,L
Superliga 2019/20,6,Banfield,Union,3,3,51.0,6.0,11.0,17.0,4.0,49.0,6.0,15.0,15.0,4.0,2.0,2.0,0.0,0.0,38.025,22.575,E
Superliga 2019/20,7,Talleres,Newells,1,0,50.0,3.0,11.0,13.0,1.0,50.0,1.0,5.0,15.0,2.0,2.0,2.0,0.0,0.0,59.25,32.325,L
Superliga 2019/20,8,Patronato,Racing Club,1,1,31.0,1.0,8.0,25.0,6.0,69.0,6.0,19.0,9.0,3.0,5.0,2.0,0.0,0.0,16.7,80.125,E
Superliga 2019/20,9,Independiente,San Lorenzo de Almagro,2,1,45.0,8.0,17.0,13.0,5.0,55.0,3.0,13.0,15.0,6.0,5.0,4.0,1.0,1.0,66.075,92.9,L
Superliga 2019/20,10,Defensa y Justicia,Argentinos Juniors,0,0,54.0,3.0,8.0,10.0,4.0,46.0,0.0,9.0,12.0,7.0,3.0,1.0,0.0,0.0,50.5,44.05,E
Superliga 2019/20,11,Central Cordoba,Velez Sarsfield,0,0,32.0,1.0,14.0,6.0,6.0,68.0,3.0,14.0,9.0,5.0,3.0,1.0,0.0,0.0,18.75,91.25,E
Superliga 2019/20,12,Huracan,Lanus,0,1,38.0,1.0,8.0,13.0,5.0,62.0,4.0,7.0,12.0,7.0,2.0,2.0,0.0,0.0,23.35,49.925,V
Superliga 2019/20,1,Estudiantes de La Plata,Talleres,1,0,37.0,1.0,4.0,12.0,2.0,63.0,2.0,9.0,18.0,3.0,4.0,5.0,0.0,1.0,46.975,59.25,L
Superliga 2019/20,2,Union,Atl Tucuman,0,1,63.0,0.0,8.0,10.0,5.0,37.0,2.0,7.0,11.0,1.0,3.0,3.0,1.0,0.0,22.575,16.55,V
Superliga 2019/20,3,Lanus,Banfield,0,1,65.0,1.0,18.0,16.0,9.0,35.0,3.0,10.0,21.0,2.0,4.0,6.0,0.0,1.0,49.925,38.025,V
Superliga 2019/20,4,San Lorenzo de Almagro,Argentinos Juniors,3,0,32.0,5.0,8.0,13.0,2.0,68.0,0.0,13.0,19.0,4.0,4.0,5.0,0.0,0.0,92.9,44.05,L
Superliga 2019/20,5,Godoy Cruz,Independiente,1,2,31.0,2.0,9.0,21.0,3.0,69.0,9.0,20.0,6.0,10.0,4.0,0.0,1.0,0.0,42.25,66.075,V
Superliga 2019/20,6,Central Cordoba,Patronato,3,2,59.0,5.0,19.0,9.0,4.0,41.0,4.0,10.0,33.0,4.0,2.0,5.0,0.0,2.0,18.75,16.7,L
Superliga 2019/20,7,River Plate,Rosario Central,0,1,69.0,2.0,17.0,14.0,9.0,31.0,3.0,7.0,20.0,0.0,2.0,3.0,0.0,0.0,148.25,31.0,V
Superliga 2019/20,8,Aldosivi,Gimnasia y Esgrima La Plata,0,3,61.0,2.0,5.0,13.0,8.0,39.0,7.0,14.0,25.0,3.0,5.0,4.0,0.0,0.0,14.1,24.4,V
Superliga 2019/20,9,Newells,Defensa y Justicia,2,0,34.0,3.0,11.0,9.0,2.0,66.0,3.0,11.0,10.0,7.0,2.0,1.0,0.0,0.0,32.325,50.5,L
Superliga 2019/20,10,Racing Club,Huracan,1,0,72.0,2.0,13.0,13.0,8.0,28.0,4.0,6.0,15.0,3.0,4.0,5.0,0.0,2.0,80.125,23.35,L
Superliga 2019/20,11,Velez Sarsfield,Boca Juniors,0,0,62.0,6.0,13.0,21.0,4.0,38.0,7.0,13.0,14.0,4.0,4.0,6.0,0.0,1.0,91.25,144.0,E
Superliga 2019/20,12,Arsenal de Sarandi,Colon,2,1,62.0,5.0,17.0,16.0,4.0,38.0,5.0,13.0,10.0,3.0,4.0,2.0,0.0,0.0,14.525,49.05,L
Superliga 2019/20,1,Defensa y Justicia,Lanus,2,0,45.0,9.0,23.0,10.0,6.0,55.0,4.0,19.0,7.0,11.0,1.0,2.0,0.0,0.0,50.5,49.925,L
Superliga 2019/20,2,Huracan,Central Cordoba,1,1,59.0,5.0,8.0,19.0,2.0,41.0,1.0,10.0,17.0,6.0,2.0,2.0,0.0,0.0,23.35,18.75,E
Superliga 2019/20,3,Atl Tucuman,San Lorenzo de Almagro,2,2,46.0,4.0,16.0,21.0,5.0,54.0,5.0,8.0,7.0,3.0,6.0,3.0,1.0,0.0,16.55,92.9,E
