torneo,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,Valor_Local_USD_M,Valor_Visitante_USD_M,resultado
Campeonato 2018/19,8,Belgrano,Union,0,0,46.0,2.0,11.0,17.0,3.0,54.0,2.0,13.0,14.0,6.0,4.0,2.0,0.0,0.0,25.9,26.6,E
Campeonato 2018/19,9,Independiente,Talleres,1,1,61.0,3.0,12.0,15.0,4.0,39.0,4.0,14.0,16.0,7.0,2.0,3.0,0.0,0.0,107.65,47.775,E
Campeonato 2018/19,10,River Plate,Patronato,1,3,74.0,5.0,17.0,7.0,14.0,26.0,4.0,7.0,13.0,3.0,1.0,2.0,0.0,0.0,148.575,12.875,V
Campeonato 2018/19,11,Newells,Boca Juniors,1,1,50.0,2.0,8.0,13.0,1.0,50.0,10.0,17.0,7.0,5.0,2.0,1.0,0.0,0.0,24.15,201.05,E
Campeonato 2018/19,12,Colon,Argentinos Juniors,2,0,53.0,5.0,12.0,17.0,2.0,47.0,1.0,5.0,13.0,1.0,1.0,2.0,0.0,2.0,43.825,32.525,L
Campeonato 2018/19,13,Estudiantes de La Plata,Velez Sarsfield,1,2,33.0,2.0,7.0,13.0,0.0,67.0,5.0,12.0,18.0,3.0,3.0,3.0,0.0,0.0,32.0,53.3,V
Campeonato 2018/19,1,Gimnasia y Esgrima La Plata,Tigre,3,1,43.0,6.0,14.0,16.0,6.0,57.0,4.0,14.0,7.0,5.0,3.0,2.0,0.0,0.0,21.25,25.875,L
Campeonato 2018/19,2,San Martin (Tucuman),Defensa y Justicia,1,2,34.0,1.0,6.0,11.0,5.0,66.0,3.0,19.0,9.0,7.0,3.0,1.0,0.0,0.0,12.95,59.825,V
Campeonato 2018/19,3,Talleres,Banfield,3,1,35.0,4.0,9.0,15.0,4.0,65.0,5.0,10.0,12.0,13.0,3.0,4.0,0.0,0.0,47.775,30.175,L
Campeonato 2018/19,4,San Lorenzo de Almagro,Independiente,0,0,62.0,6.0,11.0,21.0,6.0,38.0,1.0,2.0,17.0,0.0,3.0,4.0,0.0,1.0,65.325,107.65,E
Campeonato 2018/19,5,Lanus,Colon,1,0,60.0,2.0,9.0,14.0,4.0,40.0,5.0,9.0,9.0,1.0,3.0,2.0,0.0,0.0,54.475,43.825,L
Campeonato 2018/19,6,Argentinos Juniors,Belgrano,0,0,71.0,5.0,17.0,12.0,6.0,29.0,1.0,6.0,17.0,4.0,3.0,2.0,0.0,1.0,32.525,25.9,E
Campeonato 2018/19,7,Rosario Central,Aldosivi,0,0,52.0,2.0,17.0,8.0,5.0,48.0,6.0,14.0,17.0,5.0,3.0,3.0,0.0,0.0,34.15,17.55,E
Campeonato 2018/19,8,Union,Newells,0,0,42.0,4.0,8.0,15.0,3.0,58.0,4.0,11.0,11.0,2.0,2.0,2.0,0.0,0.0,26.6,24.15,E
Campeonato 2018/19,9,Boca Juniors,Godoy Cruz,2,0,54.0,4.0,17.0,7.0,4.0,46.0,3.0,11.0,13.0,4.0,1.0,0.0,0.0,0.0,201.05,41.525,L
Campeonato 2018/19,10,Racing Club,Huracan,3,1,61.0,8.0,19.0,12.0,4.0,39.0,2.0,12.0,19.0,3.0,3.0,5.0,0.0,2.0,79.225,33.3,L
Campeonato 2018/19,11,Velez Sarsfield,River Plate,1,2,46.0,6.0,11.0,19.0,3.0,54.0,3.0,8.0,18.0,6.0,2.0,2.0,1.0,0.0,53.3,148.575,V
Campeonato 2018/19,12,Patronato,Atl Tucuman,3,0,39.0,8.0,11.0,15.0,3.0,61.0,3.0,11.0,10.0,4.0,1.0,0.0,0.0,1.0,12.875,21.9,L
Campeonato 2018/19,13,San Martin (San Juan),Estudiantes de La Plata,3,0,47.0,4.0,9.0,11.0,5.0,53.0,1.0,5.0,14.0,5.0,3.0,1.0,0.0,0.0,12.35,32.0,L
Campeonato 2018/19,1,Tigre,Banfield,4,4,45.0,5.0,14.0,18.0,5.0,55.0,9.0,18.0,14.0,4.0,5.0,3.0,1.0,0.0,25.875,30.175,E
Campeonato 2018/19,2,Lanus,Gimnasia y Esgrima La Plata,2,0,64.0,4.0,11.0,8.0,4.0,36.0,2.0,12.0,23.0,6.0,1.0,3.0,0.0,0.0,54.475,21.25,L
Campeonato 2018/19,3,Huracan,Velez Sarsfield,1,1,44.0,3.0,11.0,19.0,3.0,56.0,3.0,10.0,13.0,3.0,4.0,6.0,0.0,1.0,33.3,53.3,E
Campeonato 2018/19,4,Estudiantes de La Plata,Patronato,1,0,62.0,6.0,14.0,9.0,3.0,38.0,2.0,9.0,15.0,4.0,1.0,2.0,0.0,1.0,32.0,12.875,L
Campeonato 2018/19,5,Independiente,Union,2,1,63.0,6.0,12.0,12.0,6.0,37.0,2.0,7.0,17.0,3.0,3.0,4.0,0.0,0.0,107.65,26.6,L
Campeonato 2018/19,6,Atl Tucuman,Talleres,0,0,57.0,1.0,13.0,8.0,4.0,43.0,3.0,11.0,10.0,5.0,1.0,0.0,0.0,0.0,21.9,47.775,E
Campeonato 2018/19,7,Newells,Rosario Central,0,0,66.0,1.0,6.0,22.0,6.0,34.0,4.0,9.0,20.0,3.0,2.0,3.0,0.0,0.0,24.15,34.15,E
Campeonato 2018/19,8,Godoy Cruz,San Martin (Tucuman),3,2,54.0,5.0,14.0,20.0,6.0,46.0,2.0,8.0,9.0,3.0,1.0,1.0,0.0,1.0,41.525,12.95,L
Campeonato 2018/19,9,River Plate,Racing Club,2,0,52.0,3.0,15.0,10.0,4.0,48.0,0.0,6.0,17.0,4.0,2.0,3.0,0.0,1.0,148.575,79.225,L
Campeonato 2018/19,10,Belgrano,Boca Juniors,1,1,38.0,8.0,16.0,14.0,10.0,62.0,4.0,15.0,8.0,5.0,3.0,4.0,1.0,0.0,25.9,201.05,E
Campeonato 2018/19,11,Defensa y Justicia,Argentinos Juniors,2,1,64.0,4.0,12.0,13.0,10.0,36.0,3.0,9.0,20.0,7.0,2.0,3.0,0.0,0.0,59.825,32.525,L
Campeonato 2018/19,12,Aldosivi,San Martin (San Juan),1,0,75.0,2.0,15.0,20.0,5.0,25.0,2.0,6.0,8.0,1.0,5.0,1.0,0.0,1.0,17.55,12.35,L
Campeonato 2018/19,13,Colon,San Lorenzo de Almagro,1,1,38.0,2.0,9.0,17.0,5.0,62.0,2.0,5.0,22.0,3.0,4.0,2.0,0.0,0.0,43.825,65.325,E
Campeonato 2018/19,1,Union,Atl Tucuman,3,0,47.0,7.0,18.0,8.0,9.0,53.0,1.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,26.6,21.9,L
Campeonato 2018/19,2,Velez Sarsfield,Colon,1,1,42.0,1.0,6.0,8.0,1.0,58.0,3.0,8.0,12.0,6.0,1.0,2.0,1.0,0.0,53.3,43.825,E
Campeonato 2018/19,3,San Martin (Tucuman),Belgrano,0,0,56.0,4.0,13.0,18.0,7.0,44.0,6.0,16.0,21.0,4.0,4.0,4.0,1.0,1.0,12.95,25.9,E
Campeonato 2018/19,4,San Lorenzo de Almagro,Newells,1,1,57.0,7.0,17.0,8.0,9.0,43.0,4.0,14.0,12.0,3.0,1.0,2.0,0.0,0.0,65.325,24.15,E
Campeonato 2018/19,5,Patronato,Aldosivi,0,0,45.0,4.0,11.0,12.0,6.0,55.0,2.0,6.0,14.0,4.0,2.0,1.0,0.0,0.0,12.875,17.55,E
Campeonato 2018/19,6,Gimnasia y Esgrima La Plata,Defensa y Justicia,0,1,36.0,1.0,10.0,21.0,4.0,64.0,4.0,12.0,14.0,7.0,1.0,4.0,0.0,0.0,21.25,59.825,V
Campeonato 2018/19,7,San Martin (San Juan),Independiente,1,1,50.0,6.0,18.0,23.0,4.0,50.0,5.0,13.0,16.0,3.0,3.0,2.0,0.0,1.0,12.35,107.65,E
Campeonato 2018/19,8,Talleres,Huracan,0,0,52.0,3.0,12.0,13.0,2.0,48.0,1.0,7.0,12.0,4.0,0.0,0.0,0.0,0.0,47.775,33.3,E
Campeonato 2018/19,9,Rosario Central,Tigre,0,2,62.0,2.0,13.0,10.0,7.0,38.0,7.0,14.0,15.0,3.0,3.0,1.0,0.0,0.0,34.15,25.875,V
Campeonato 2018/19,10,Boca Juniors,Lanus,2,1,49.0,6.0,16.0,7.0,1.0,51.0,3.0,10.0,19.0,4.0,1.0,4.0,0.0,0.0,201.05,54.475,L
Campeonato 2018/19,11,Banfield,River Plate,1,1,45.0,6.0,18.0,14.0,10.0,55.0,4.0,11.0,15.0,3.0,4.0,1.0,0.0,0.0,30.175,148.575,E
Campeonato 2018/19,12,Argentinos Juniors,Estudiantes de La Plata,2,1,52.0,6.0,18.0,10.0,5.0,48.0,2.0,10.0,9.0,5.0,0.0,2.0,0.0,0.0,32.525,32.0,L
Campeonato 2018/19,13,Racing Club,Godoy Cruz,3,0,72.0,8.0,14.0,15.0,6.0,28.0,4.0,7.0,9.0,1.0,2.0,0.0,0.0,0.0,79.225,41.525,L
Campeonato 2018/19,1,Tigre,Patronato,2,1,50.0,4.0,10.0,6.0,4.0,50.0,4.0,16.0,19.0,4.0,2.0,5.0,0.0,0.0,25.875,12.875,L
Campeonato 2018/19,2,Colon,Banfield,0,1,48.0,1.0,10.0,9.0,7.0,52.0,2.0,12.0,21.0,4.0,2.0,2.0,0.0,0.0,43.825,30.175,V
Campeonato 2018/19,3,Lanus,Rosario Central,2,0,47.0,3.0,13.0,15.0,4.0,53.0,2.0,15.0,15.0,2.0,1.0,3.0,0.0,0.0,54.475,34.15,L
Campeonato 2018/19,4,Godoy Cruz,Velez Sarsfield,0,2,40.0,3.0,14.0,9.0,5.0,60.0,6.0,16.0,15.0,6.0,5.0,1.0,1.0,0.0,41.525,53.3,V
Campeonato 2018/19,5,Huracan,Union,1,3,60.0,5.0,21.0,8.0,5.0,40.0,6.0,13.0,15.0,3.0,1.0,3.0,0.0,0.0,33.3,26.6,V
Campeonato 2018/19,6,Belgrano,San Lorenzo de Almagro,0,0,34.0,0.0,9.0,16.0,3.0,66.0,3.0,10.0,13.0,2.0,2.0,1.0,0.0,0.0,25.9,65.325,E
Campeonato 2018/19,7,Independiente,Racing Club,1,3,54.0,4.0,19.0,17.0,7.0,46.0,4.0,9.0,18.0,5.0,5.0,6.0,0.0,0.0,107.65,79.225,V
Campeonato 2018/19,8,River Plate,San Martin (Tucuman),2,1,53.0,10.0,27.0,9.0,11.0,47.0,4.0,11.0,12.0,3.0,1.0,0.0,0.0,0.0,148.575,12.95,L
Campeonato 2018/19,9,Estudiantes de La Plata,Talleres,0,1,56.0,2.0,13.0,13.0,5.0,44.0,4.0,10.0,17.0,5.0,2.0,3.0,0.0,0.0,32.0,47.775,V
Campeonato 2018/19,10,Atl Tucuman,Argentinos Juniors,0,0,48.0,2.0,15.0,12.0,4.0,52.0,1.0,11.0,10.0,5.0,5.0,3.0,0.0,0.0,21.9,32.525,E
Campeonato 2018/19,11,Defensa y Justicia,Boca Juniors,0,1,64.0,8.0,23.0,15.0,7.0,36.0,1.0,4.0,18.0,0.0,1.0,4.0,0.0,0.0,59.825,201.05,V
Campeonato 2018/19,12,Aldosivi,Gimnasia y Esgrima La Plata,0,0,63.0,3.0,13.0,18.0,8.0,37.0,2.0,14.0,13.0,2.0,3.0,3.0,0.0,0.0,17.55,21.25,E
Campeonato 2018/19,13,Newells,San Martin (San Juan),3,0,57.0,5.0,20.0,14.0,6.0,43.0,7.0,13.0,15.0,11.0,0.0,4.0,0.0,0.0,24.15,12.35,L
Campeonato 2018/19,1,San Lorenzo de Almagro,Argentinos Juniors,2,3,65.0,5.0,13.0,12.0,6.0,35.0,4.0,11.0,17.0,2.0,2.0,3.0,1.0,0.0,65.325,32.525,V
Campeonato 2018/19,2,Union,Boca Juniors,1,3,33.0,4.0,8.0,12.0,2.0,67.0,6.0,15.0,15.0,4.0,3.0,3.0,1.0,0.0,26.6,201.05,V
Campeonato 2018/19,3,Rosario Central,Belgrano,0,0,63.0,6.0,19.0,11.0,5.0,37.0,4.0,11.0,13.0,5.0,2.0,2.0,0.0,0.0,34.15,25.9,E
Campeonato 2018/19,4,San Martin (Tucuman),Lanus,1,2,41.0,7.0,18.0,14.0,5.0,59.0,7.0,14.0,15.0,4.0,3.0,4.0,0.0,0.0,12.95,54.475,V
Campeonato 2018/19,5,San Martin (San Juan),Godoy Cruz,0,0,54.0,1.0,12.0,11.0,6.0,46.0,4.0,9.0,16.0,3.0,2.0,3.0,0.0,0.0,12.35,41.525,E
Campeonato 2018/19,6,River Plate,Newells,4,2,54.0,6.0,17.0,9.0,5.0,46.0,2.0,12.0,19.0,4.0,1.0,1.0,0.0,0.0,148.575,24.15,L
Campeonato 2018/19,7,Patronato,Huracan,1,0,42.0,3.0,10.0,14.0,2.0,58.0,5.0,9.0,12.0,5.0,2.0,2.0,0.0,1.0,12.875,33.3,L
Campeonato 2018/19,8,Talleres,Colon,2,0,59.0,9.0,18.0,9.0,9.0,41.0,5.0,10.0,12.0,1.0,1.0,3.0,0.0,0.0,47.775,43.825,L
Campeonato 2018/19,9,Racing Club,Estudiantes de La Plata,1,0,66.0,4.0,10.0,9.0,9.0,34.0,2.0,6.0,11.0,5.0,0.0,2.0,0.0,0.0,79.225,32.0,L
Campeonato 2018/19,10,Gimnasia y Esgrima La Plata,Independiente,1,0,31.0,4.0,17.0,12.0,8.0,69.0,2.0,8.0,18.0,4.0,1.0,2.0,0.0,0.0,21.25,107.65,L
Campeonato 2018/19,11,Banfield,Atl Tucuman,1,2,70.0,6.0,20.0,14.0,9.0,30.0,2.0,8.0,13.0,4.0,4.0,4.0,0.0,0.0,30.175,21.9,V
Campeonato 2018/19,12,Velez Sarsfield,Tigre,1,2,61.0,5.0,23.0,16.0,10.0,39.0,4.0,9.0,10.0,3.0,2.0,2.0,0.0,0.0,53.3,25.875,V
Campeonato 2018/19,13,Aldosivi,Defensa y Justicia,0,1,40.0,3.0,11.0,19.0,3.0,60.0,4.0,11.0,16.0,6.0,5.0,4.0,0.0,0.0,17.55,59.825,V
Campeonato 2018/19,1,Lanus,San Martin (San Juan),1,1,64.0,2.0,12.0,14.0,6.0,36.0,4.0,13.0,12.0,4.0,4.0,2.0,0.0,0.0,54.475,12.35,E
Campeonato 2018/19,2,Belgrano,Patronato,3,0,53.0,3.0,8.0,15.0,4.0,47.0,2.0,7.0,12.0,2.0,2.0,3.0,0.0,1.0,25.9,12.875,L
Campeonato 2018/19,3,Godoy Cruz,Rosario Central,0,0,41.0,3.0,9.0,14.0,5.0,59.0,0.0,5.0,13.0,6.0,2.0,4.0,0.0,1.0,41.525,34.15,E
Campeonato 2018/19,4,Newells,Talleres,1,2,44.0,5.0,13.0,14.0,2.0,56.0,10.0,20.0,9.0,6.0,3.0,4.0,2.0,1.0,24.15,47.775,V
Campeonato 2018/19,5,Colon,Racing Club,1,1,26.0,3.0,8.0,26.0,5.0,74.0,3.0,6.0,11.0,2.0,3.0,2.0,0.0,0.0,43.825,79.225,E
Campeonato 2018/19,6,Boca Juniors,San Lorenzo de Almagro,3,0,42.0,4.0,11.0,21.0,3.0,58.0,3.0,5.0,19.0,2.0,5.0,7.0,0.0,1.0,201.05,65.325,L
Campeonato 2018/19,7,Estudiantes de La Plata,Gimnasia y Esgrima La Plata,1,0,61.0,3.0,15.0,14.0,8.0,39.0,1.0,7.0,15.0,3.0,4.0,3.0,1.0,2.0,32.0,21.25,L
Campeonato 2018/19,8,Independiente,Aldosivi,2,0,48.0,7.0,19.0,8.0,6.0,52.0,1.0,12.0,16.0,6.0,2.0,4.0,0.0,0.0,107.65,17.55,L
Campeonato 2018/19,9,Huracan,San Martin (Tucuman),1,3,62.0,3.0,12.0,19.0,5.0,38.0,6.0,14.0,15.0,4.0,5.0,0.0,0.0,0.0,33.3,12.95,V
Campeonato 2018/19,10,Atl Tucuman,River Plate,0,1,48.0,3.0,14.0,13.0,4.0,52.0,1.0,10.0,16.0,5.0,1.0,4.0,0.0,0.0,21.9,148.575,V
Campeonato 2018/19,11,Tigre,Union,2,2,64.0,7.0,18.0,9.0,12.0,36.0,7.0,13.0,17.0,4.0,3.0,3.0,0.0,0.0,25.875,26.6,E
Campeonato 2018/19,12,Defensa y Justicia,Banfield,3,2,45.0,5.0,11.0,16.0,7.0,55.0,4.0,12.0,24.0,3.0,1.0,2.0,0.0,0.0,59.825,30.175,L
Campeonato 2018/19,13,Argentinos Juniors,Velez Sarsfield,0,0,41.0,1.0,11.0,17.0,5.0,59.0,3.0,12.0,21.0,4.0,3.0,2.0,0.0,0.0,32.525,53.3,E
Campeonato 2018/19,1,Gimnasia y Esgrima La Plata,Newells,1,0,41.0,3.0,11.0,12.0,4.0,59.0,3.0,12.0,17.0,3.0,3.0,3.0,0.0,0.0,21.25,24.15,L
Campeonato 2018/19,2,Aldosivi,Colon,3,0,46.0,7.0,11.0,14.0,4.0,54.0,3.0,11.0,8.0,4.0,0.0,1.0,0.0,0.0,17.55,43.825,L
Campeonato 2018/19,3,Velez Sarsfield,Atl Tucuman,2,0,52.0,4.0,11.0,5.0,5.0,48.0,3.0,17.0,12.0,10.0,2.0,3.0,0.0,0.0,53.3,21.9,L
Campeonato 2018/19,4,Union,Lanus,3,0,45.0,5.0,10.0,12.0,4.0,55.0,3.0,10.0,10.0,3.0,2.0,3.0,0.0,0.0,26.6,54.475,L
Campeonato 2018/19,5,San Martin (San Juan),Argentinos Juniors,2,3,44.0,4.0,9.0,18.0,4.0,56.0,5.0,10.0,17.0,2.0,2.0,2.0,0.0,0.0,12.35,32.525,V
Campeonato 2018/19,6,Racing Club,Belgrano,1,0,58.0,4.0,14.0,14.0,4.0,42.0,1.0,6.0,20.0,4.0,3.0,3.0,0.0,0.0,79.225,25.9,L
Campeonato 2018/19,7,Patronato,Defensa y Justicia,2,0,41.0,3.0,6.0,14.0,3.0,59.0,1.0,12.0,12.0,5.0,3.0,4.0,1.0,0.0,12.875,59.825,L
Campeonato 2018/19,8,Talleres,Tigre,1,3,53.0,5.0,19.0,11.0,5.0,47.0,8.0,16.0,10.0,4.0,2.0,1.0,2.0,0.0,47.775,25.875,V
Campeonato 2018/19,9,Rosario Central,San Lorenzo de Almagro,0,1,49.0,2.0,12.0,12.0,5.0,51.0,3.0,6.0,7.0,2.0,1.0,1.0,0.0,0.0,34.15,65.325,V
Campeonato 2018/19,10,River Plate,Independiente,3,0,47.0,9.0,11.0,18.0,6.0,53.0,3.0,11.0,17.0,9.0,4.0,3.0,0.0,1.0,148.575,107.65,L
Campeonato 2018/19,11,San Martin (Tucuman),Boca Juniors,1,4,47.0,7.0,16.0,17.0,5.0,53.0,7.0,11.0,14.0,2.0,2.0,2.0,0.0,0.0,12.95,201.05,V
Campeonato 2018/19,12,Banfield,Godoy Cruz,2,2,72.0,4.0,20.0,12.0,8.0,28.0,2.0,6.0,15.0,1.0,0.0,4.0,0.0,0.0,30.175,41.525,E
Campeonato 2018/19,13,Huracan,Estudiantes de La Plata,0,1,50.0,6.0,17.0,22.0,5.0,50.0,4.0,9.0,12.0,2.0,3.0,3.0,0.0,0.0,33.3,32.0,V
Campeonato 2018/19,1,Newells,Huracan,3,1,41.0,7.0,11.0,11.0,2.0,59.0,4.0,13.0,9.0,4.0,3.0,3.0,0.0,0.0,24.15,33.3,L
Campeonato 2018/19,2,Boca Juniors,Banfield,2,0,46.0,7.0,12.0,18.0,6.0,54.0,2.0,9.0,17.0,7.0,1.0,0.0,0.0,0.0,201.05,30.175,L
Campeonato 2018/19,3,San Lorenzo de Almagro,Gimnasia y Esgrima La Plata,1,1,68.0,6.0,23.0,9.0,12.0,32.0,1.0,5.0,16.0,2.0,1.0,5.0,0.0,0.0,65.325,21.25,E
Campeonato 2018/19,4,Godoy Cruz,Patronato,2,1,58.0,7.0,12.0,15.0,2.0,42.0,2.0,12.0,10.0,6.0,0.0,1.0,0.0,0.0,41.525,12.875,L
Campeonato 2018/19,5,Independiente,Velez Sarsfield,2,1,54.0,4.0,18.0,11.0,6.0,46.0,5.0,14.0,12.0,5.0,2.0,3.0,0.0,0.0,107.65,53.3,L
Campeonato 2018/19,6,Talleres,River Plate,0,2,57.0,1.0,13.0,18.0,3.0,43.0,4.0,12.0,10.0,2.0,4.0,4.0,0.0,1.0,47.775,148.575,V
Campeonato 2018/19,7,Atl Tucuman,Aldosivi,1,0,49.0,3.0,13.0,17.0,6.0,51.0,0.0,10.0,7.0,5.0,4.0,4.0,0.0,1.0,21.9,17.55,L
Campeonato 2018/19,8,Lanus,Belgrano,3,1,54.0,5.0,16.0,11.0,5.0,46.0,5.0,14.0,18.0,6.0,3.0,4.0,0.0,1.0,54.475,25.9,L
Campeonato 2018/19,9,Argentinos Juniors,Rosario Central,0,2,60.0,7.0,26.0,11.0,11.0,40.0,3.0,9.0,16.0,2.0,4.0,3.0,0.0,0.0,32.525,34.15,V
Campeonato 2018/19,10,Defensa y Justicia,Union,1,1,65.0,6.0,22.0,12.0,9.0,35.0,2.0,9.0,8.0,2.0,1.0,2.0,0.0,0.0,59.825,26.6,E
Campeonato 2018/19,11,Tigre,Racing Club,1,1,41.0,5.0,12.0,14.0,3.0,59.0,4.0,17.0,13.0,6.0,3.0,2.0,0.0,0.0,25.875,79.225,E
Campeonato 2018/19,12,Estudiantes de La Plata,San Martin (Tucuman),1,1,67.0,2.0,12.0,19.0,4.0,33.0,1.0,14.0,10.0,6.0,2.0,2.0,0.0,1.0,32.0,12.95,E
Campeonato 2018/19,13,Colon,San Martin (San Juan),0,0,61.0,4.0,15.0,13.0,11.0,39.0,5.0,13.0,12.0,3.0,4.0,2.0,0.0,0.0,43.825,12.35,E
Campeonato 2018/19,1,San Martin (Tucuman),San Lorenzo de Almagro,0,0,37.0,0.0,11.0,8.0,4.0,63.0,2.0,11.0,13.0,6.0,2.0,2.0,0.0,0.0,12.95,65.325,E
Campeonato 2018/19,2,Gimnasia y Esgrima La Plata,Colon,3,2,34.0,2.0,8.0,22.0,0.0,66.0,4.0,14.0,17.0,1.0,4.0,1.0,0.0,0.0,21.25,43.825,L
Campeonato 2018/19,3,Banfield,Newells,1,1,61.0,6.0,21.0,11.0,8.0,39.0,2.0,8.0,18.0,3.0,2.0,2.0,0.0,0.0,30.175,24.15,E
Campeonato 2018/19,4,Union,Estudiantes de La Plata,0,0,53.0,4.0,20.0,11.0,5.0,47.0,3.0,6.0,18.0,5.0,0.0,3.0,0.0,1.0,26.6,32.0,E
Campeonato 2018/19,5,Velez Sarsfield,Lanus,4,0,56.0,6.0,15.0,23.0,3.0,44.0,1.0,11.0,15.0,2.0,1.0,1.0,0.0,0.0,53.3,54.475,L
Campeonato 2018/19,6,Aldosivi,Boca Juniors,1,1,46.0,5.0,12.0,17.0,4.0,54.0,4.0,9.0,17.0,8.0,1.0,2.0,0.0,0.0,17.55,201.05,E
Campeonato 2018/19,7,Huracan,Atl Tucuman,2,0,43.0,10.0,17.0,17.0,8.0,57.0,4.0,18.0,15.0,7.0,4.0,2.0,0.0,0.0,33.3,21.9,L
Campeonato 2018/19,8,Rosario Central,Independiente,1,2,46.0,2.0,11.0,17.0,6.0,54.0,3.0,10.0,13.0,7.0,1.0,0.0,0.0,0.0,34.15,107.65,V
Campeonato 2018/19,9,River Plate,Tigre,2,3,57.0,6.0,22.0,9.0,10.0,43.0,6.0,13.0,10.0,5.0,0.0,2.0,0.0,0.0,148.575,25.875,V
Campeonato 2018/19,10,Patronato,Argentinos Juniors,2,1,32.0,3.0,7.0,18.0,3.0,68.0,4.0,10.0,17.0,2.0,3.0,3.0,0.0,0.0,12.875,32.525,L
Campeonato 2018/19,11,Belgrano,Godoy Cruz,1,0,69.0,5.0,22.0,10.0,14.0,31.0,1.0,3.0,11.0,4.0,1.0,1.0,0.0,0.0,25.9,41.525,L
Campeonato 2018/19,12,San Martin (San Juan),Talleres,2,1,33.0,7.0,14.0,18.0,3.0,67.0,5.0,21.0,16.0,7.0,3.0,0.0,0.0,0.0,12.35,47.775,L
Campeonato 2018/19,13,Racing Club,Defensa y Justicia,1,1,48.0,8.0,11.0,7.0,4.0,52.0,2.0,9.0,10.0,11.0,2.0,0.0,0.0,0.0,79.225,59.825,E
Superliga 2019/20,1,Racing Club,Union,0,0,72.0,4.0,15.0,11.0,9.0,28.0,1.0,5.0,7.0,2.0,3.0,2.0,0.0,0.0,80.125,22.575,E
Superliga 2019/20,2,Colon,Patronato,0,1,68.0,3.0,16.0,16.0,5.0,32.0,4.0,11.0,20.0,6.0,3.0,3.0,0.0,1.0,49.05,16.7,V
Superliga 2019/20,3,San Lorenzo de Almagro,Godoy Cruz,3,2,74.0,6.0,25.0,6.0,7.0,26.0,4.0,8.0,21.0,2.0,0.0,6.0,0.0,0.0,92.9,42.25,L
Superliga 2019/20,4,Lanus,Gimnasia y Esgrima La Plata,1,1,57.0,3.0,19.0,11.0,13.0,43.0,4.0,12.0,26.0,7.0,1.0,7.0,0.0,1.0,49.925,24.4,E
Superliga 2019/20,5,Argentinos Juniors,River Plate,1,1,44.0,2.0,10.0,22.0,5.0,56.0,6.0,10.0,16.0,5.0,3.0,5.0,0.0,0.0,44.05,148.25,E
Superliga 2019/20,6,Estudiantes de La Plata,Aldosivi,1,0,51.0,5.0,11.0,24.0,6.0,49.0,3.0,10.0,16.0,4.0,2.0,3.0,0.0,0.0,46.975,14.1,L
Superliga 2019/20,7,Newells,Central Cordoba,2,0,63.0,5.0,14.0,15.0,9.0,37.0,3.0,7.0,17.0,6.0,3.0,5.0,0.0,0.0,32.325,18.75,L
Superliga 2019/20,8,Talleres,Velez Sarsfield,1,0,31.0,2.0,5.0,15.0,2.0,69.0,1.0,8.0,11.0,4.0,1.0,1.0,0.0,0.0,59.25,91.25,L
Superliga 2019/20,9,Defensa y Justicia,Independiente,0,1,52.0,1.0,3.0,20.0,2.0,48.0,3.0,13.0,7.0,6.0,6.0,1.0,0.0,0.0,50.5,66.075,V
Superliga 2019/20,10,Boca Juniors,Huracan,0,0,66.0,5.0,17.0,15.0,10.0,34.0,3.0,8.0,14.0,6.0,2.0,3.0,0.0,0.0,144.0,23.35,E
Superliga 2019/20,11,Arsenal de Sarandi,Banfield,1,0,37.0,2.0,9.0,19.0,7.0,63.0,3.0,15.0,8.0,5.0,3.0,1.0,0.0,0.0,14.525,38.025,L
Superliga 2019/20,12,Atl Tucuman,Rosario Central,1,2,54.0,4.0,18.0,10.0,2.0,46.0,3.0,9.0,13.0,3.0,3.0,0.0,0.0,0.0,16.55,31.0,V
Superliga 2019/20,1,Huracan,Colon,2,0,51.0,5.0,10.0,18.0,4.0,49.0,3.0,8.0,22.0,5.0,3.0,2.0,1.0,1.0,23.35,49.05,L
Superliga 2019/20,2,Aldosivi,Argentinos Juniors,0,0,56.0,3.0,4.0,19.0,9.0,44.0,3.0,13.0,18.0,2.0,0.0,2.0,0.0,0.0,14.1,44.05,E
Superliga 2019/20,3,Rosario Central,Talleres,1,0,46.0,5.0,9.0,17.0,3.0,54.0,0.0,6.0,14.0,4.0,3.0,2.0,0.0,0.0,31.0,59.25,L
Superliga 2019/20,4,Central Cordoba,Atl Tucuman,1,0,40.0,6.0,14.0,13.0,6.0,60.0,1.0,3.0,15.0,5.0,0.0,2.0,0.0,0.0,18.75,16.55,L
Superliga 2019/20,5,Velez Sarsfield,Racing Club,2,2,53.0,4.0,8.0,17.0,1.0,47.0,4.0,10.0,16.0,4.0,3.0,2.0,0.0,0.0,91.25,80.125,E
Superliga 2019/20,6,Union,Defensa y Justicia,2,1,32.0,3.0,22.0,11.0,6.0,68.0,2.0,11.0,16.0,8.0,2.0,4.0,0.0,0.0,22.575,50.5,L
